TAZ,CostIIF,CostXXF,CostIXF,CostHBW,CostHBO,CostNHB,CostREC,CostXXP,TimeDiff,TotalFreigh,TotalPass,TotalREC,TotalHBW,TotalHBO,TotalNHB,TotalItime,TotalBtime,TotalTDiff
3410,0,0,0,0,0,0,0,0,5768.88,0,0,0,4.73,17.53,2.29,193074100.2,193079869.1,80259638.36
3411,0,0,0,0,0,0,0,0,5512.08,0,0,0,24.18,78.34,11.07,193080936.3,193086448.4,80265150.44
3412,4.58789503,0,0,0,0,0,0,0,5985.73,68.73,0,0.04,40.32,133.81,32.84,193086113.4,193092099.1,80271136.17
3413,0,0,0,0,0,0,0,0,5512.08,0,0,0,0.6,2.03,0,193152814.7,193158326.8,80276648.25
3414,0,0,0,0,0,0,0,0,5387.96,0,0,0,0,0,0,193072770.6,193078158.5,80282036.21
3415,0,0,0,0,0,0,0,0,5512.08,19.9,0,0,0,0,112.99,193155646.5,193161158.5,80287548.29
3416,0,0,0,0,0,0,0,0,8218.72,0,0,0,12.8,28.74,2.55,193111499.5,193119718.2,80295767.01
3417,0,0,0,0,0,0,0,0,8218.72,6.11,0,0,0,0,173.83,193101459.1,193109677.8,80303985.73
3418,0,0,0,0,0,0,0,0,8218.72,0,0,0,78.63,159.78,30.16,193100550.8,193108769.5,80312204.45
3419,0,0,0,0,0,0,336.32,0,8218.72,0,0,18.93,7.27,39.51,0.27,193111222.7,193119441.5,80320423.17
3420,0,0,0,0,0,0,0,0,8218.72,0,0,0,2.24,5.96,0,193156720,193164938.7,80328641.89
3421,0,0,0,0,0,0,0,0,10635.17,0,0,0,21.01,62.43,1.33,193151620.4,193162255.6,80339277.06
3422,0,0,0,0,0,0,0,0,8218.72,0,0,0,4.28,15.14,0,193159036.9,193167255.6,80347495.78
3423,0,0,0,0,0,0,0,0,8218.72,0,0,0,1.16,3.92,0,193158697.7,193166916.4,80355714.5
3424,0,0,0,0,0,0,0,0,5512.08,0,0,0,0,0,0,193181133.5,193186645.6,80361226.58
3425,0,0,0,0,0,0,0,0,3649.54,0,0,0,0,0,0.32,193076734,193080383.5,80364876.12
3426,0,0,0,0,0,0,0,0,3649.54,0,0,0,5.01,17.94,0,193022895.8,193026545.3,80368525.66
3427,0,0,0,0,0,0,0,0,3649.54,0,0,0,4.97,17.08,0,193027973.6,193031623.2,80372175.2
3428,0,0,0,0,0,0,0,0,3649.54,0,0,0,0,0,0,193027476.3,193031125.9,80375824.74
3429,0,0,0,0,0,0,0,0,3649.54,0,0,0,24.17,83.93,0.84,193029604.1,193033253.6,80379474.28
3430,0,0,0,0,0,0,0,0,3649.54,0,0,0,4.69,14.48,0,193029964.8,193033614.4,80383123.82
3431,0,0,0,0,0,0,227.72,0,4745.85,0,0,25.14,0,0,0,193069208.5,193073954.3,80387869.67
3432,77.1521245,0,0,0,0,0,0,0,6276.51,848.69,0,0,0,0,33.39,193060311.5,193066588,80394146.18
3433,134.694449,0,0,0,0,0,0,0,6976.6,1326.46,0,0.04,58.31,122.16,296.93,193075736.2,193082712.8,80401122.78
3434,4.38414603,0,0,0,0,0,0,0,6996.31,49.54,0,0.39,407.94,1316.59,208.76,193076670.7,193083667.1,80408119.09
3435,29.37382132,0,0,0,0,0,0,0,7057.63,287.32,0,0,28.89,71.15,83.95,193074072,193081129.7,80415176.72
3436,0,0,0,0,0,0,0,0,6996.31,0,0,0,17.47,45.44,20.55,193075661.8,193082658.1,80422173.03
3437,17.22338175,0,0,0,8.93,0,0,0,7057.63,211.85,0,0.44,472.75,1193.85,678.28,193068696.6,193075754.2,80429230.66
3438,81.66826724,0,0,0,0,0,0,0,6803.59,830.77,0,0,4.41,9.16,79.34,193060760.7,193067564.3,80436034.25
3439,13.55727382,0,0,0,8.86,0,0,0,7005.07,307.16,0,0,2.06,2.97,1507.81,193061253.2,193068258.2,80443039.32
3440,0,0,0,0,0,0,0,0,6737.89,0,0,0.01,54.74,177.72,8.77,193065737.4,193072475.3,80449777.21
3441,336.3701473,0,0,0,0,0,0,0,6889,3321.16,0,0,1.01,2.65,27.7,193067767.1,193074656.1,80456666.21
3442,7.82911437,0,0,0,0,0,0,0,6665.62,92.19,0,0.38,405.15,1188.74,239.4,193066943.9,193073609.5,80463331.83
3443,0,0,0,0,0,0,0,0,7114.57,0,0,0,0,0,167.98,193067328.4,193074442.9,80470446.4
3444,208.1279933,0,0,0,0,0,0,0,7195.6,1966.17,0,0.03,48.58,109.85,120.87,193066708.8,193073904.4,80477642
3445,11.71803653,0,0,0,0,0,0,0,7226.26,292.48,0,0.19,225.75,369.79,524.25,193063922.4,193071148.6,80484868.26
3446,171.1747091,0,0,0,0,0,0,0,7342.33,1587.1,0,0,3.82,11.13,148.63,193067369.5,193074711.8,80492210.59
3447,0,0,0,0,0,0,0,0,7322.62,0,0,0,40.3,74.87,10.88,193068147.3,193075470,80499533.21
3448,6.93253289,0,0,0,0,0,0,0,7443.07,76.71,0,0.07,108.75,172.02,25.57,193066381.9,193073825,80506976.28
3449,0,0,0,0,0,0,0,0,7712.44,0,0,0.04,81.45,125.01,21.78,193068388.7,193076101.1,80514688.72
3450,4.79439217,0,0,0,0,0,0,0,7611.7,54.79,0,0.1,130.05,286.49,136.04,193065177.4,193072789.1,80522300.42
3451,0,0,0,0,0,0,0,0,7856.05,13.1,0,0.08,111.61,172.32,67.91,193066230.8,193074086.8,80530156.47
3452,63.58712153,0,0,0,0,0,0,0,7635.79,580.87,0,0.08,103.94,256.03,266.73,193066607.6,193074243.4,80537792.26
3453,0,0,0,0,0,0,0,0,7694.92,21.8,0,0,10.5,26.25,504.21,193064930.7,193072625.6,80545487.18
3454,0,0,0,0,0,0,0,0,7807.54,0,0,0.13,186.09,463.97,105.59,193067902.7,193075710.2,80553294.72
3455,0,0,0,0,0,0,0,0,8218.72,1.37,0,0.09,141.8,289.91,101.05,193069436.6,193077655.3,80561513.44
3456,0,0,0,0,0,0,0,0,7807.54,0,0,0,0.79,1.69,0.12,193071076.1,193078883.6,80569320.98
3457,2.19460646,0,0,0,10.59,0,0,0,8327.29,49.11,0,0.4,436.58,1008.82,613.61,193067622.6,193075949.8,80577648.27
3458,15.07635251,0,0,0,0,0,0,0,8114.77,160.31,0,0,22.23,30.27,89.42,193062621.9,193070736.7,80585763.04
3459,76.76485111,0,0,0,0,0,0,0,7856.05,693.47,0,0,31.35,50.48,199.17,193062511.2,193070367.3,80593619.09
3460,4.63766217,0,0,0,0,0,0,0,7714.63,75.13,0,0,8.92,11.63,115.89,193061554.9,193069269.5,80601333.72
3461,0.1070058,0,0,0,0,0,0,0,7443.07,29.33,0,0,43.92,65.17,97.49,193063224.8,193070667.9,80608776.79
3462,0,0,0,0,0,0,0,0,7443.07,18.75,0,0,24.82,44.8,73.52,193063310.6,193070753.7,80616219.86
3463,0.80284406,0,0,0,0,0,0,0,7714.63,99.4,0,0,27.08,52.43,292.89,193061554.9,193069269.5,80623934.49
3464,23.84421516,0,0,0,0,0,0,0,7856.05,247.42,0,0,40.37,56.65,175.62,193062425.4,193070281.5,80631790.54
3465,0.27030558,0,0,0,0,0,0,0,8114.77,53.3,0,0,46.81,68.08,171.92,193062621.9,193070736.7,80639905.31
3466,3.85134991,0,0,0,10.48,0,0,0,8239.51,130.27,0,0,35.97,64.1,1051.94,193068568.5,193076808,80648144.82
3467,99.26681338,0,0,0,9.13,0,0,0,7210.93,986.92,0,0,12.35,23.45,887.76,193064177.5,193071388.4,80655355.75
3468,7.68217462,0,0,0,0,0,0,0,7443.07,81.4,0,0.06,84.39,176.97,98.59,193065675.6,193073118.7,80662798.82
3469,0,0,0,0,0,0,0,0,7714.63,0.94,0,0.07,89.13,130.81,21.77,193065731,193073445.7,80670513.45
3470,59.42235456,0,0,0,0,0,0,0,7856.05,518.21,0,0.11,131.99,229.19,40.29,193066316.8,193074172.9,80678369.5
3471,0,0,0,0,0,0,0,0,8239.51,0.44,0,0.08,133.64,252.41,195.1,193069426.6,193077666.1,80686609.01
3472,0,0,0,0,0,0,0,0,8073.19,0,0,0.08,131.27,282.75,72.13,193072617.4,193080690.6,80694682.2
3473,0,0,0,0,0,0,0,0,7856.05,0,0,0.07,112.38,209.87,74.67,193070819,193078675.1,80702538.25
3474,0,0,0,0,0,0,0,0,7692.73,0,0,0.07,78.2,189.37,49.16,193069933.7,193077626.4,80710230.98
3475,1.84700938,0,0,0,0,0,0,0,7539.43,25.4,0,0.09,108.93,224.66,72.52,193068582.8,193076122.2,80717770.41
3476,12.87770972,0,0,0,0,0,0,0,7057.63,159.42,0,0,2.2,3.81,631.02,193066410.5,193073468.1,80724828.04
3477,0,0,0,0,0,0,0,0,7057.63,0,0,0,8.45,29.28,5.63,193073991,193081048.7,80731885.67
3478,0,0,0,0,0,0,0,0,7193.41,0,0,0.19,232.39,561.98,153.43,193071736.2,193078929.6,80739079.08
3479,43.65462953,0,0,0,0,0,0,0,7761.34,385.67,0,0.4,414.45,1141,454.09,193074290,193082051.3,80746840.42
3480,0,0,0,0,0,0,0,0,8073.19,0,0,0.21,265.75,574.87,181.46,193072074,193080147.2,80754913.61
3481,5.08629643,0,0,0,0,0,0,0,8057.02,50.39,0,0.44,446.07,1315.23,286.58,193074276.5,193082333.5,80762970.63
3482,10.18276957,0,0,0,0,0,0,0,8495.92,92.45,0,0.11,158.38,447.2,87.83,193077911.5,193086407.4,80771466.55
3483,8.30621766,0,0,0,11.3,0,0,0,8883.82,81.1,0,0.4,533.99,1342.24,516,193074354.6,193083238.5,80780350.37
3484,5.16144095,0,0,0,0,0,0,0,8172.52,49.69,0,0.29,323.34,1014.07,181.93,193077543.1,193085715.6,80788522.89
3485,0,0,0,0,0,0,0,0,7830.64,0,0,0,2.88,5.89,18.29,193084683.9,193092514.6,80796353.53
3486,0,0,0,0,0,0,0,0,7830.64,0,0,0,1.91,4.78,6.08,193097962,193105792.7,80804184.17
3487,0,0,0,0,0,0,0,0,7830.64,0,0,0,5.52,13.8,2.91,193110635.7,193118466.3,80812014.81
3488,103.1629924,0,0,0,0,0,0,0,7057.63,1002.61,0,0,12.53,32.45,153.59,193072751.8,193079809.4,80819072.44
3489,0,0,0,0,0,0,0,0,6996.31,0.39,0,0.17,227.57,653.29,285.9,193082065.4,193089061.7,80826068.75
3490,0,0,0,0,0,0,0,0,7057.63,0,0,0,34.06,98.47,23.93,193081031.3,193088089,80833126.38
3491,0,0,0,0,0,0,0,0,7138.66,0,0,0,29.5,86.16,52.61,193078179.2,193085317.8,80840265.04
3492,0,0,0,0,0,0,0,0,7300.72,0,0,0.01,22.38,64.42,164.6,193076463.3,193083764,80847565.76
3493,0,0,0,0,0,0,0,0,7489.06,0.43,0,0.02,61.13,178.45,96.54,193078110.6,193085599.7,80855054.82
3494,0,0,0,0,0,0,0,0,7585.42,0,0,0,41.52,121.88,116.33,193077906.4,193085491.8,80862640.24
3495,0,0,0,0,0,0,0,0,7830.64,0,0,0,45.53,110.91,33.55,193087041.8,193094872.5,80870470.88
3496,3.77242669,0,0,0,0,0,0,0,7178.08,45.01,0,0.21,251.29,855.19,229.17,193086604.3,193093782.4,80877648.96
3497,0,0,0,0,0,0,0,0,7138.66,0,0,0,20.13,60.88,11.96,193082511.7,193089650.4,80884787.62
3498,0,0,0,0,0,0,0,0,7057.63,0,0,0,24.07,75.43,26.02,193089820,193096877.6,80891845.25
3499,0,0,0,0,0,0,0,0,7057.63,0,0,0,2.74,8.64,1.75,193087159.9,193094217.5,80898902.88
3500,7.26651808,0,0,0,0,0,0,0,7057.63,81.34,0,0,23.14,74.74,19.05,193096705.7,193103763.3,80905960.51
3501,0,0,0,0,0,0,0,0,7138.66,0,0,0.03,33.28,117.17,30.22,193085542.2,193092680.9,80913099.17
3502,0,0,0,0,0,0,0,0,7408.03,0,0,0,81.39,231.39,38.05,193104832.9,193112241,80920507.2
3503,24.19614916,0,0,0,0,0,0,0,7791.37,218.08,0,0.03,45.12,199.56,48.83,193095041.7,193102833,80928298.57
3504,0,0,0,0,0,0,0,0,7736.53,0,0,0.02,23.44,69.17,15.78,193109209.9,193116946.4,80936035.1
3505,0,0,0,0,0,0,0,0,7425.55,0,0,0.01,42.53,155.3,34.04,193095776.5,193103202,80943460.65
3506,0,0,0,0,0,0,0,0,7138.66,0,0,0,9.73,32.42,5.69,193096352.7,193103491.3,80950599.31
3507,0,0,0,0,0,0,0,0,7138.66,0.94,0,0.07,72.3,234.58,70.33,193095580.4,193102719,80957737.97
3508,0,0,0,0,0,0,0,0,7138.66,0,0,0.02,45.02,144.57,31.62,193100661.4,193107800,80964876.63
3509,0,0,0,0,0,0,0,0,7057.63,0,0,0.04,40.49,140.06,29.9,193094732,193101789.7,80971934.26
3510,0,0,0,0,0,0,0,0,7138.66,0,0,0.02,30.56,100.77,20.21,193101776.9,193108915.6,80979072.92
3511,0,0,0,0,0,0,0,0,7138.66,0,0,0,28.41,103.55,15.99,193108956.8,193116095.4,80986211.58
3512,20.15766793,0,0,0,0,0,0,0,7138.66,206.61,0,0.07,75.56,242.37,91.89,193100608.5,193107747.2,80993350.24
3513,26.53597777,0,0,0,0,0,0,0,7340.14,249.08,0,0,18.48,71.34,15.18,193099477.7,193106817.8,81000690.38
3514,0,0,0,0,0,0,0,0,7736.53,0,0,0,2.6,10.78,0.21,193120464.1,193128200.6,81008426.91
3515,0,0,0,0,0,0,0,0,7736.53,0,0,0,16.42,43.46,8.05,193110938.6,193118675.1,81016163.44
3516,1.81407461,0,0,0,0,0,0,0,7410.22,25.4,0,0,11.56,49.26,7.54,193102481.6,193109891.8,81023573.66
3517,3.75001215,0,0,0,0,0,0,0,7138.66,43.64,0,0.07,99.66,334.94,59.04,193109405.7,193116544.4,81030712.32
3518,0,0,0,0,0,0,0,0,7138.66,0.43,0,0,15.49,56.12,12.22,193117214.9,193124353.5,81037850.98
3519,0,0,0,0,0,0,0,0,7454.02,0,0,0,0,0,0,193131036.2,193138490.3,81045305
3520,0,0,0,0,0,0,0,0,7410.22,0,0,0,3.94,15.85,9.25,193108372.5,193115782.7,81052715.22
3521,33.03207128,0,0,0,0,0,0,0,7454.02,307.42,0,0.06,61.39,221.09,43.09,193121510.8,193128964.8,81060169.24
3522,0,0,0,0,0,0,0,0,8581.39,0,0,0,5.7,10.11,4.46,193068226.9,193076808.3,81068750.63
3523,8.19672136,0,0,0,0,0,0,0,8766.82,76.8,0,0,34.69,95.02,30.7,193066143.4,193074910.2,81077517.45
3524,0,0,0,0,0,0,0,0,8883.82,0,0,0.06,112.16,288.28,81.35,193082031.2,193090915,81086401.27
3525,0,0,0,0,0,0,0,0,9080.38,0,0,0.07,108.58,335.77,70.48,193071003.5,193080083.9,81095481.65
3526,0,0,0,0,0,0,0,0,9557.74,0,0,0,23.96,79.2,100.47,193069501.2,193079059,81105039.39
3527,0,0,0,0,0,0,0,0,9899.38,0,0,0,1.93,4.94,0,193086321.2,193096220.5,81114938.77
3528,0,0,0,0,0,0,0,0,9899.38,1.37,0,0,20.27,44.36,22.35,193096742.7,193106642.1,81124838.15
3529,17.73526622,0,0,0,0,0,0,0,9899.38,124.26,0,0,10.16,26.42,9.44,193075791.9,193085691.3,81134737.53
3530,0,0,0,0,0,0,0,0,9557.74,0,0,0,3.72,8.8,4.38,193071303.3,193080861,81144295.27
3531,0,0,0,0,0,0,0,0,9295.66,0,0,0,0.29,1.57,0,193067330.1,193076625.8,81153590.93
3532,0,0,0,0,0,0,0,0,9899.38,0,0,0,1.37,4.21,0.46,193086947.6,193096847,81163490.31
3533,0,0,0,0,0,0,0,0,9899.38,0,0,0,4.66,15.38,2.43,193078023.3,193087922.7,81173389.69
3534,0,0,0,0,0,0,0,0,9763.66,0,0,0,0.4,1.67,0,193088584.2,193098347.8,81183153.35
3535,0,0,0,0,0,0,0,0,9080.38,0,0,0,0,0,0,193079070.1,193088150.5,81192233.73
3536,0,0,0,0,0,0,0,0,8939.98,0,0,0,0.33,1.47,0,193069334.2,193078274.2,81201173.71
3537,0,0,0,0,0,0,0,0,8678.41,0,0,0,3.88,11.12,3.91,193068437.8,193077116.2,81209852.12
3538,0,0,0,0,0,0,0,0,8678.41,0,0,0,0,0,0,193078649.8,193087328.2,81218530.53
3539,0,0,0,0,0,0,0,0,9595.18,0,0,0,0,0,0,193094954.4,193104549.6,81228125.71
3540,0,0,0,0,0,0,0,0,7265.68,0,0,0,0.43,1.71,0,193083829.5,193091095.1,81235391.39
3541,2.21766509,0,0,0,0,0,0,0,9066.34,29.66,0,0,17.45,42.44,62.07,193076558,193085624.3,81244457.73
3542,0,0,0,0,0,0,0,0,8052.4,0,0,0,8.48,22.86,6.71,193074838.6,193082891,81252510.13
3543,0,0,0,0,0,0,0,0,7235.02,0,0,0,12.34,32.02,7.06,193079836.6,193087071.6,81259745.15
3544,0,0,0,0,0,0,0,0,7265.68,0,0,0,0,0,0,193076344.4,193083610,81267010.83
3545,0,0,0,0,0,0,0,0,7265.68,0,0,0,0,0,0,193066604.7,193073870.4,81274276.51
3546,0,0,0,0,0,0,0,0,7807.54,0,0,0,0,0,0,193073649.5,193081457.1,81282084.05
3547,0,0,0,0,0,0,0,0,7807.54,0,0,0,0,0,0,193074250.4,193082058,81289891.59
3548,0,0,0,0,0,0,0,0,8581.39,0,0,0,1.14,3.65,3.94,193070688.7,193079270.1,81298472.98
3549,0,0,0,0,0,0,0,0,5985.73,0,0,0,18.29,42.3,32.84,193076759.5,193082745.3,81304458.71
3550,0,0,0,0,0,0,0,0,5768.88,0,0,0,0,0,0,193076331.3,193082100.1,81310227.59
3551,0,0,0,0,0,0,0,0,5387.96,0,0,0,0.58,1.8,0,193072346.6,193077734.6,81315615.55
3552,0,0,0,0,0,0,0,0,5985.73,0,0,0,0,0,0,193086027.5,193092013.3,81321601.28
3553,0,0,0,0,0,0,0,0,6350.29,0,0,0,16.41,51.24,10.08,193073495.5,193079845.8,81327951.57
3554,0,0,0,0,0,0,0,0,6450.11,0,0,0,14.46,42.59,10.95,193072533.3,193078983.4,81334401.68
3555,0,0,0,0,0,0,0,0,6586.82,0,0,0,4.24,11.2,2.55,193074165.6,193080752.4,81340988.5
3556,0,0,0,0,0,0,0,0,7265.68,0,0,0,2.94,7.12,7.55,193074905,193082170.7,81348254.18
3557,0,0,0,0,0,0,0,0,7186.84,0,0,0,3.68,10.55,3.89,193068174,193075360.8,81355441.02
3558,0,0,0,0,0,0,0,0,6913.09,0,0,0,18.71,44.87,20.97,193069627.4,193076540.5,81362354.11
3559,0,0,0,0,0,0,0,0,6586.82,0,0,0,0.64,1.76,0,193071337.5,193077924.3,81368940.93
3560,24.03023006,0,0,0,0,0,0,0,6567.29,255.8,0,0,8.27,23.23,16.18,193062694.7,193069262,81375508.22
3561,0,0,0,0,0,0,0,0,6243.96,0,0,0,9.39,30.77,8.02,193064736.7,193070980.6,81381752.18
3562,0,0,0,0,0,0,0,0,6133.29,0,0,0,26.74,89.72,20.85,193067681.3,193073814.6,81387885.47
3563,3.64541098,0,0,0,0,0,0,0,5894.59,49.5,0,0,1.88,4.47,2.75,193058799.1,193064693.7,81393780.06
3564,1.43113813,0,0,0,0,0,0,0,5914.12,25.35,0,0,32.9,102.31,28.57,193068667,193074581.1,81399694.18
3565,0,0,0,0,0,0,0,0,5090.4,0,0,0,18.22,44.21,8.21,193073112.2,193078202.6,81404784.58
3566,0,0,0,0,0,0,0,0,6133.29,0,0,0,11.09,29.63,7.46,193072302.7,193078436,81410917.87
3567,3.17595096,0,0,0,0,0,0,0,6133.29,41.04,0,0,8.85,29.38,4.98,193068367.8,193074501.1,81417051.16
3568,12.40283928,0,0,0,0,0,0,0,5657.6,166,0,0,1.79,4.35,6.48,193057290.1,193062947.7,81422708.76
3569,0,0,0,0,0,0,0,0,5537.76,0,0,0,2.97,6.48,5.41,193059030.9,193064568.7,81428246.52
3570,22.32921575,0,0,0,0,0,0,0,5454.3,294.5,0,0.03,93.37,248.42,68.63,193062310.7,193067765,81433700.82
3571,1.18943041,0,0,0,0,0,0,0,4990.11,25.36,0,0.03,37.59,98.61,32.62,193064389.1,193069379.3,81438690.93
3572,0,0,0,0,0,0,0,0,4990.11,0,0,0,2.85,6.24,0.64,193063874.3,193068864.4,81443681.04
3573,0,0,0,0,0,0,0,0,5255.28,0,0,0,50.41,149.84,18.46,193059396.6,193064651.9,81448936.32
3574,9.39495442,0,0,0,0,0,0,0,5315.2,153.86,0,0,21.47,45.35,209.66,193062605,193067920.2,81454251.52
3575,0,0,0,0,0,0,0,0,5537.76,0,0,0,0,0,0,193067440.8,193072978.5,81459789.28
3576,37.81353859,0,0,0,0,0,0,0,5689.7,468.35,0,0,1.01,5.34,21.73,193060944.7,193066634.4,81465478.98
3577,3.71548861,0,0,0,0,0,0,0,5998.75,50.24,0,0,11.72,38.6,23.75,193059358.5,193065357.2,81471477.73
3578,0,0,0,0,0,0,0,0,5786.09,0,0,0,2.92,9.44,1.2,193063651.4,193069437.5,81477263.82
3579,3.60307241,0,0,0,0,0,0,0,5831.66,50.25,0,0.04,84.5,257.38,53.88,193072775.9,193078607.6,81483095.48
3580,3.57241345,0,0,0,0,0,0,0,5786.09,49.44,0,0,18.08,57.71,15.67,193069643.5,193075429.6,81488881.57
3581,0,0,0,0,0,0,0,0,5786.09,0,0,0,0,0,3.44,193071788.4,193077574.5,81494667.66
3582,0,0,0,0,0,0,0,0,6224.43,0,0,0,0,0,0,193080816.1,193087040.5,81500892.09
3583,0,0,0,0,0,0,0,0,6224.43,0,0,0,6.38,18.52,6.63,193074551.6,193080776,81507116.52
3584,0,0,0,0,0,0,0,0,6074.7,0,0,0,21.42,59.43,22.73,193068636.5,193074711.2,81513191.22
3585,0,0,0,0,0,0,0,0,6337.27,0,0,0.07,106.89,342.62,74.51,193075992.4,193082329.7,81519528.49
3586,7.42062875,0,0,0,0,0,0,0,6337.27,92.85,0,0.05,66.14,234.42,81.65,193074690.6,193081027.9,81525865.76
3587,0,0,0,0,0,0,0,0,6239.62,0,0,0,20.92,62.69,27.18,193076532.8,193082772.4,81532105.38
3588,0,0,0,0,0,0,0,0,6239.62,0,0,0,0,0,0,193081853.3,193088092.9,81538345
3589,0,0,0,0,0,0,0,0,6549.93,0,0,0,0,0,0,193081966.4,193088516.3,81544894.93
3590,6.19512897,0,0,0,0,0,0,0,6832.06,76.59,0,0,45.11,110.11,33.84,193077906.9,193084738.9,81551726.99
3591,0,0,0,0,0,0,0,0,6836.44,0,0,0,22.83,70.26,17.77,193086016.1,193092852.5,81558563.43
3592,0,0,0,0,0,0,0,0,6836.44,0,0,0,19.22,68.2,12.56,193085636.7,193092473.1,81565399.87
3593,0,0,0,0,0,0,0,0,6836.44,0,0,0,11.26,31.21,6.36,193088273.6,193095110,81572236.31
3594,0,0,0,0,0,0,0,0,6836.44,0,0,0.01,32.65,98.66,20.12,193092256.8,193099093.2,81579072.75
3595,8.69589568,0,0,0,0,0,0,0,6836.44,101.04,0,0,0.64,2,1.03,193088445.2,193095281.7,81585909.19
3596,0,0,0,0,0,0,0,0,6836.44,0,0,0,8.01,19.24,8.74,193086237.3,193093073.8,81592745.63
3597,0,0,0,0,0,0,0,0,6996.31,0,0,0,21.93,62.05,16.15,193084542.9,193091539.3,81599741.94
3598,0,0,0,0,0,0,0,0,6943.75,0,0,0,1.84,6.2,0.47,193089387.1,193096330.8,81606685.69
3599,0,0,0,0,0,0,0,0,7057.63,0,0,0,2.44,8.59,1.25,193090557.7,193097615.3,81613743.32
3600,0,0,0,0,0,0,0,0,7057.63,0,0,0,0,0,0,193097392.2,193104449.9,81620800.95
3601,0,0,0,0,0,0,0,0,6836.44,0,0,0,0,0,0,193093360,193100196.4,81627637.39
3602,0,0,0,0,0,0,0,0,7057.63,0,0,0,0,0,0,193114566.5,193121624.1,81634695.02
3603,0,0,0,0,0,0,0,0,7057.63,0,0,0,28.14,91.21,14.73,193108214.8,193115272.5,81641752.65
3604,0,0,0,0,0,0,0,0,7057.63,0,0,0,3.48,10.01,0.46,193121258.3,193128316,81648810.28
3605,0,0,0,0,0,0,0,0,6836.44,0,0,0,5.51,19.44,0,193130575.2,193137411.6,81655646.72
3606,0,0,0,0,0,0,0,0,6836.44,0,0,0,0,0,0,193118132,193124968.4,81662483.16
3607,0,0,0,0,0,0,0,0,6836.44,0,0,0,1.82,5.82,0,193104659.3,193111495.8,81669319.6
3608,0,0,0,0,0,0,0,0,6836.44,0,0,0,21.28,60.43,0.69,193157585.6,193164422,81676156.04
3609,0,0,0,0,0,0,0,0,7454.02,0,0,0,8.16,27.73,0,193244005,193251459,81683610.06
3610,0,0,0,0,0,0,0,0,7454.02,0,0,0,0,0,0,193163887.1,193171341.1,81691064.08
3611,0,0,0,0,0,0,0,0,7454.02,0,0,0.01,34.43,80.97,5.2,193183194.7,193190648.8,81698518.1
3612,0,0,0,0,0,0,0,0,7454.02,0,0,0,2.72,6.48,0.17,193202416.6,193209870.7,81705972.12
3613,0,0,0,0,0,0,0,0,7454.02,0,0,0,42.32,104.28,39.22,193129217.9,193136671.9,81713426.14
3614,0,0,0,0,0,0,0,0,7454.02,0,0,0.18,193.35,356.02,85.44,193148917.4,193156371.5,81720880.16
3615,0,0,0,0,0,0,0,0,7454.02,0,0,0,0,0,0,193163749.7,193171203.8,81728334.18
3616,0,0,0,0,0,0,0,0,7454.02,0,0,0,1.78,6.07,0,193165208.5,193172662.5,81735788.2
3617,0,0,0,0,0,0,0,0,7454.02,0,0,0,0.7,2.12,0.17,193153644.8,193161098.8,81743242.22
3618,0,0,0,0,0,0,0,0,7454.02,0,0,0,1.78,5.84,0.17,193137590.5,193145044.5,81750696.24
3619,0,0,0,0,0,0,0,0,7454.02,0,0,0,13.58,38.48,2.29,193183058,193190512.1,81758150.26
3620,0,0,0,0,0,0,0,0,7736.53,0,0,0,2.4,9.38,0,193147604.2,193155340.8,81765886.79
3621,0,0,0,0,0,0,0,0,7830.64,0,0,0,2.36,9.47,0,193139445,193147275.7,81773717.43
3622,0,0,0,0,0,0,0,0,9899.38,0,0,0,5.09,18.75,0,193153648.5,193163547.9,81783616.81
3623,0,0,0,0,0,0,0,0,8883.82,0,0,0,5.03,18.67,2.04,193090531.4,193099415.2,81792500.63
3624,0,0,0,0,0,0,0,0,9899.38,0,0,0,0.65,1.88,0,193159359.8,193169259.2,81802400.01
3625,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193178424.4,193188323.8,81812299.39
3626,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193161089.8,193170989.2,81822198.77
3627,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193152544.3,193162443.7,81832098.15
3628,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193140580.6,193150480,81841997.53
3629,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193147481.2,193157380.6,81851896.91
3630,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193141131.1,193151030.4,81861796.29
3631,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193135675.2,193145574.6,81871695.67
3632,0,0,0,0,0,0,0,0,9899.38,0,0,0,0.63,1.94,0,193124109.8,193134009.1,81881595.05
3633,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193094355.2,193104254.6,81891494.43
3634,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193108944.8,193118844.2,81901393.81
3635,0,0,0,0,0,0,0,0,9899.38,0,0,0,0,0,0,193113139.2,193123038.6,81911293.19
3636,0,0,0,0,0,0,0,0,11870.72,0,0,0,0,0,0,193103786.5,193115657.2,81923163.91
3637,0,0,0,0,0,0,0,0,11867.52,0,0,0,0,0,0,193098118.9,193109986.4,81935031.43
